序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
51,彰化縣員林市,三義里,員鹿路245巷112號,120.563531,23.95268,三義社區活動中心,三義里 新生里 南平里 南興里 源潭里 大埔里 共6里,200,"水災,土石流,海嘯",?淑娟,8347171,否,否,否
52,彰化縣員林市,三和里,大同路一段345號,120.579502,23.963213,大同國中,中正里 和平里 忠孝里 仁愛里 三橋里 三愛里 三信里 三多里 共8里,200,"水災,震災,土石流,海嘯",張文福,8347171,否,否,否
53,彰化縣員林市,萬年里,員水路二段313號,120.581692,23.955187,員林農工體育館,崙雅里 振興里 林厝里 出水里 湖水里 大峰里 鎮興里 浮圳里 西東里 南東里 中東里 東北里 共12里,200,"水災,震災,土石流,海嘯",陳宗虎,8347171,否,否,否
54,彰化縣員林市,南東里,員東路二段12號,120.587309,23.961879,員林市員東國小,崙雅里 振興里 林厝里 出水里 湖水里 大峰里 鎮興里 浮圳里 西東里 南東里 中東里 東北里 共12里,200,"水災,震災,土石流,海嘯",盧佳玉,8347171,否,否,否
55,彰化縣員林市,南興里,南潭路2號,120.557085,23.979184,員林市員林國中活動中心,三義里 新生里 南平里 南興里 源潭里 大埔里 共6里,200,"水災,震災,土石流,海嘯",盧佳玉,8347171,否,否,否
56,彰化縣員林市,中正里,三民東街221號,120.57921,23.960059,員林市員林國小,中正里 和平里 忠孝里 仁愛里 三橋里 三愛里 三信里 三多里 共8里,300,"水災,震災,土石流,海嘯",陳淑莉,8347171,否,否,否
59,臺中市太平區,黃竹里,光興路1001號,120.7305,24.1112,光隆營區,黃竹里,80,"水災,土石流",許仲明少校,546365軍,是,是,否
61,彰化縣彰化市,香山里,彰南路二段512巷97號,120.589342,24.08054,彰德國中勤學樓、育英樓穿堂,香山里,45,"水災,震災,土石流,海嘯",楊娣雅,4.72E+11,否,否,否
68,彰化縣彰化市,牛埔里,彰南路三段226號,120.597531,24.081368,牛埔社區活動中心,牛埔里,78,"水災,震災,土石流,海嘯",楊娣雅,4.72E+11,否,否,否
77,彰化縣和美鎮,雅溝里,南軒路359巷7號,120.492521,24.099707,雅溝社區活動中心,雅溝,150,"水災,土石流,海嘯",張敬堂,7552354,否,否,否
89,臺東縣蘭嶼鄉,紅頭村,臺東縣蘭嶼鄉紅頭村1-1號,121.5546,22.0211,舊蘭嶼國小,紅頭村,100,"水災,土石流,海嘯",周孋珠,（089）731633,是,否,否
93,臺東縣蘭嶼鄉,紅頭村,臺東縣蘭嶼鄉紅頭村漁人147號,121.539,22.026,蘭恩活動中心,紅頭村漁人部落,500,"水災,震災,土石流",希瑪拉歐斯執行長,（089）732073,是,否,否
94,臺東縣蘭嶼鄉,紅頭村,1號 之1,121.5266,22.0302,蘭嶼國民小學,蘭嶼國小附近住戶,100,"水災,震災,土石流,海嘯",許淑貞,（089）731576,是,否,是
96,臺東縣蘭嶼鄉,椰油村,1號,121.5176,22.0453,椰油國民小學,椰油國小附近住戶,100,"水災,震災,土石流",蔡美英,（089）732017,是,否,是
97,臺東縣蘭嶼鄉,椰油村,臺東縣蘭嶼鄉椰油村34號,121.5126,22.0494,蘭嶼完全高級中學,椰油村,500,"水災,震災,土石流",鍾蘭芬,（089）732016#203,是,否,否
106,臺東縣蘭嶼鄉,朗島村,臺東縣蘭嶼鄉朗島村17號,121.5286,22.0792,朗島國小,朗島村,100,"水災,震災,土石流",陳客宏,89732019,是,否,是
136,屏東縣琉球鄉,南福村,忠孝路1-10號,120.3634,22.3284,南福社區活動中心,南福村,50,"水災,震災,土石流,海嘯",黃文裕,8611579,是,否,是
138,屏東縣琉球鄉,大福村,和平路3巷14-1號,120.3708,22.3338,大福社區活動中心,大福村,100,"水災,震災,土石流,海嘯",洪蔡麗霞,8613920,是,否,是
139,屏東縣琉球鄉,大福村,中正路158號,120.3685,22.336,琉球國中,本福村、大福村,200,"水災,震災,土石流,海嘯",蔡妙美,8612509,是,否,是
140,屏東縣琉球鄉,大福村,中正路293號,120.3683,22.3371,琉球國小,大福村、南福村,200,"水災,震災,土石流,海嘯",張簡振豐,8612597,是,否,是
143,屏東縣琉球鄉,杉福村,復興路97號,120.3692,22.3462,全德國小,商福村、杉福村,200,"水災,震災,土石流,海嘯",黃建榮,8612534,是,否,是
153,屏東縣春日鄉,士文村,64-2號,120.6639,22.3685,士文聚會所,士文村,50,"水災,震災,土石流,海嘯",村 長 程中廣,8790009,是,是,是
160,屏東縣屏東市,永安里,建興南路35號,120.2857,22.3931,屏東市復興公園,永安里,1067,,黃祥生,7560101#502,否,是,否
163,屏東縣屏東市,豐榮里,自由、大連、廣東、勝利東路廓內,120.2952,22.4044,屏東市千禧公園,豐榮里,1734,"水災,震災",蔡育霖,7560101#503,否,是,否
166,屏東縣屏東市,廣興里,監理站對面,120.2915,22.413,屏東市廣興公園,廣興里,755,"水災,震災",蔡育霖,7560101#503,否,是,否
172,屏東縣林邊鄉,崎?村,成功路600號,120.4902,22.4298,屏東縣林邊鄉崎峰活動中心,田厝村、水利村、崎峰村,200,"水災,震災,海嘯",陳水村,932782242,是,否,是
186,屏東縣林邊鄉,竹林村,中興122號,120.5331,22.4642,屏東縣林邊鄉竹林國民小學,竹林村,100,"水災,震災,海嘯",鐘主任,921696540,是,是,是
207,高雄市林園區,林園里,忠孝西路20號,120.394303,22.506778,高雄市林園區林園國民小學,全區,2000,"水災,震災,土石流,海嘯",董原利,6412290,是,否,是
208,高雄市林園區,林園里,林園北路191號,120.3945,22.5087,林園區長青文康活動中心,全區,260,"水災,震災,土石流,海嘯",張簡朝元,6412511#303,是,否,是
212,屏東縣崁頂鄉,園寮村,田寮路1-15號,120.5184,22.5134,南榮國中,園寮村,200,"水災,震災,土石流,海嘯",張載陽,88631112,是,否,否
214,高雄市小港區,龍鳳里,鳳鳴路191號,120.357564,22.515082,高雄市小港區鳳鳴國民小學,鳳鳴、龍鳳,200,"水災,震災,土石流,海嘯",陳慶彰,8714561＊130,否,否,否
218,高雄市小港區,鳳興里,龍鳳路559號,120.348385,22.52185,高雄市小港區鳳林國民中學,鳳興、鳳森,50,"水災,震災,土石流,海嘯",田續鴻,8711130＊31,否,否,否
230,高雄市大寮區,義仁里,鳳林一路48號,120.403252,22.539227,義仁里社區活動中心,義仁里,100,"水災,震災,土石流,海嘯",陳秀勤,6424162,否,否,是
232,高雄市大寮區,昭明里,鳳林一路300巷80號,120.408514,22.54239,高雄市大寮區昭明國小,昭明里、義仁里、新厝里,350,"水災,震災,土石流,海嘯",羅婉婷,6426428轉940,否,否,是
242,屏東縣泰武鄉,平和村,1鄰1號,120.6293,22.5527,平和活動中心,平和村,200,"水災,震災,土石流",孫錦文,915605765,是,否,是
244,高雄市大寮區,會結里,會結路14-3號,120.424982,22.554827,會結里社區活動中心,會結里,100,"水災,震災,土石流,海嘯",黃美華,7870331,否,否,是
248,高雄市大寮區,新厝里,新三街50號,120.40918,22.560361,新厝里社區活動中心,新厝里,20,"水災,震災,土石流,海嘯",張簡龍星,7880698,否,否,是
249,高雄市小港區,港正里,平和路1號,120.336089,22.56103,高雄市小港區小港國民小學,小港、港正,300,"水災,震災,土石流,海嘯",李宗仁,8215923＊311,否,否,否
251,高雄市小港區,山明里,鳳陽街2號,120.370393,22.561551,高雄市小港區鳳陽國民小學,大坪、坪頂,600,"水災,震災,土石流,海嘯",簡佩玲,8010865＊31,否,否,否
252,高雄市大寮區,潮寮里,潮龍路151號,120.430298,22.562091,潮寮老人活動中心,潮寮里,35,"水災,震災,土石流,海嘯",吳致慧,7877291,否,否,是
254,高雄市大寮區,潮寮里,潮寮路51-9號,120.425175,22.563415,高雄市立潮寮國民中學,過溪里、會結里,60,"水災,震災,土石流,海嘯,核子事故",江振瑞,7879544轉32,否,否,是
255,高雄市小港區,二苓里,立群路6號,120.3533,22.5638,高雄市小港區二苓國民小學,二苓、三苓,1000,"水災,震災,土石流,海嘯",?棟隆,801683731,是,否,是
256,高雄市小港區,二苓里,學府路117號,120.357413,22.565249,高雄市立小港高級中學,大苓、店鎮、鳳宮,100,"水災,震災,海嘯",陳佩菁,8062627＊301,否,否,否
257,高雄市大寮區,潮寮里,潮寮路61號,120.425144,22.565716,高雄市大寮區潮寮國小,潮寮里過溪里,240,"水災,震災,土石流,海嘯",魏恒杰,7875075轉30,否,否,是
258,高雄市小港區,山明里,松和路40號,120.371763,22.566216,國立高雄餐旅大學附屬餐旅高級中等學校,松山、高松,200,"水災,震災,土石流,海嘯",林建志,8060705#31,否,否,否
259,高雄市小港區,六苓里,漢民路500號,120.35926,22.566473,高雄市小港區漢民國民小學,泰山、宏亮,200,"水災,震災,土石流,海嘯",高泰安,8036569＊731,否,否,否
260,高雄市小港區,順苓里,漢民路352號,120.356421,22.56665,高雄市立中山國民中學,六苓、正苓、順苓,700,"水災,震災,土石流,海嘯",劉建宏,8036006,否,否,否
261,高雄市小港區,港南里,平和南路185號,120.338056,22.566732,高雄市立小港國民中學,港南、港口、港墘,720,"水災,震災,海嘯",王文霖,8215929＊100,否,否,否
262,高雄市小港區,山明里,華仁街1號,120.3657,22.5677,高雄市小港區華山國民小學,山明、松金,901,"水災,震災,土石流,海嘯",黃志中,8062280731,是,否,是
263,高雄市小港區,港南里,平和南路300號,120.3379,22.5681,高雄市小港區港和國民小學,港興、港后、港明,250,"水災,震災,土石流,海嘯",顏志昌,8131506333,是,否,是
264,屏東縣泰武鄉,佳興村,1鄰1號,120.6631,22.5703,佳興活動中心,佳興村,100,"水災,震災,土石流",楊信道,978637308,是,否,是
270,高雄市大寮區,過溪里,過溪路130號,120.418885,22.576183,過溪里社區活動中心,過溪里,150,"水災,震災,土石流,海嘯",邱佑龍,7873668,否,否,是
271,屏東縣泰武鄉,武潭村,潭北巷51號,120.6361,22.578,武潭活動中心,武潭村,200,"水災,震災,土石流",劉安生,911917443,是,否,是
274,高雄市小港區,孔宅里,明義街2號,120.368282,22.582027,高雄市立明義國民中學,孔宅、合作,1000,"水災,震災,海嘯",楊世傳,7911296＊31,否,否,否
275,高雄市大寮區,拷潭里,拷潭路126-1號,120.385461,22.582377,清山寺,拷潭里,80,"水災,震災,土石流,海嘯",邱高統,8901608,否,否,是
278,高雄市小港區,桂林里,桂陽路390號,120.350425,22.583128,高雄市小港區桂林國民小學,桂林、中厝,1255,"水災,震災,土石流,海嘯",洪志明,7910766＊310,否,否,否
279,高雄市前鎮區,明道里,新衙路17號,120.321031,22.583367,高雄市立前鎮國民中學,草衙、平等、明孝、平昌、明義、明禮、明正、信義、仁愛、信德、德昌、明道,1200,"水災,震災,土石流,海嘯",總務組,8217677,是,否,是
280,高雄市小港區,孔宅里,明義街77號,120.3678,22.5834,高雄市小港區明義國民小學,廈莊,200,"水災,震災,土石流,海嘯",夏紹彰,7916119330,是,否,是
282,高雄市大寮區,拷潭里,拷潭路163-1號,120.380306,22.584752,富翔天廈,拷潭里,70,"水災,震災,土石流,海嘯",翁芙蓉,973806883,否,否,是
284,高雄市前鎮區,興仁里,德昌路345號,120.3139,22.5863,高雄市立興仁國民中學,興化、興仁、鎮陽、前鎮、興邦、鎮東、鎮中、鎮榮、鎮北、鎮昌、鎮海等11里,945,"水災,震災,土石流,海嘯",徐東宏,8215176轉179,是,否,是
293,高雄市大寮區,內坑里,內坑路148號,120.381144,22.590008,佛聖宮,內坑里,200,"水災,震災,土石流,海嘯",陳正寵,932799319,否,否,是
294,高雄市鳳山區,過埤里,過埤路176號,120.362405,22.590382,高雄市鳳山區過埤國民小學,過埤、保安里,393,"水災,震災,土石流,海嘯",郭淑娥,7920257#740,是,否,是
295,高雄市鳳山區,福誠里,五甲三路176號,120.323885,22.590487,高雄市立福誠高級中學,福誠、福祥、五福里,1139,"水災,震災,土石流,海嘯",朱建華,8224646#400,否,否,是
298,高雄市大寮區,大寮里,大寮路740號,120.416445,22.590861,高雄市大寮區大寮國民小學,大寮里、上寮里,420,"水災,震災,土石流,海嘯,核子事故",陳奇皇,7881062轉40,否,否,是
299,屏東縣泰武鄉,佳平村,佳平巷12號,120.628948,22.591406,佳平活動中心,佳平村,100,"水災,震災,土石流",潘明良村長,928724018,是,否,是
300,高雄市大寮區,大寮里,大寮路781號,120.416643,22.591471,大寮里社區活動中心,大寮里,150,"水災,震災,土石流,海嘯",陳忠慶,7881231,否,否,是
302,高雄市大寮區,內坑里,仁德路16巷31弄12號,120.396834,22.591949,澳洲特區,內坑里,100,"水災,震災,土石流,海嘯",丁漢淇,7878390,否,否,是
303,高雄市大寮區,內坑里,仁德路10號之1,120.399701,22.591993,荷蘭町,內坑里,200,"水災,震災,土石流,海嘯",鄭詩韻,7881811,否,否,是
306,高雄市鳳山區,南成里,南和街101號,120.335487,22.594316,高雄市鳳山區南成國民小學,南成、南和、富榮、二甲里,1484,"水災,震災,土石流,海嘯",簡伯陞,8215354#40,是,否,是
308,高雄市大寮區,內坑里,內坑路108-67號,120.388157,22.594653,米蘭特區,內坑里,80,"水災,震災,土石流,海嘯",蔡虹華,939307219,否,否,是
313,高雄市鳳山區,二甲里,鳳育路63號,120.340798,22.595332,高雄市鳳山區鳳翔國民小學,二甲、保安、南成里,3106,"水災,震災,土石流,海嘯",林裕斌,7422751#40,是,否,是
317,高雄市鳳山區,福誠里,忠誠路145號,120.325055,22.596813,高雄市鳳山區福誠國民小學,福誠、福祥、五福、福興里,1267,"水災,震災,土石流,海嘯",安翊之,8120152#40,是,否,是
318,高雄市鳳山區,龍成里,龍成路111號,120.328691,22.598112,高雄市立五甲國民中學,鎮南、龍成、善美、富甲里,1178,"水災,震災,土石流,海嘯",崔偉凡,8319676,是,否,是
320,高雄市大寮區,會社里,鳳林三路315之22號,120.397972,22.600592,大發公有市場3樓,以全區為對象以會社里為優先收容安置對象,120,"水災,震災,土石流,海嘯",拾景山,7866866,否,否,是
324,高雄市大寮區,上寮里,上寮路208之25號,120.422136,22.602808,高雄市立大寮幼兒園,上寮里,150,"水災,震災,土石流,海嘯",李麗華,7877409,否,否,是
325,高雄市大寮區,永芳里,進學路150號,120.39266,22.602926,高雄市立大寮國民中學,永芳里,150,"水災,震災,土石流,海嘯,核子事故",鍾汪宏,7818038,否,否,是
326,高雄市鳳山區,中榮里,中崙二路487號,120.353555,22.603304,高雄市立中崙國民中學,中榮、中民、誠義里,469,"水災,震災,土石流,海嘯",江文雄,7538686#173,是,否,是
327,高雄市大寮區,三隆里,正隆街45號,120.406342,22.60349,三隆里社區活動中心,三隆里,40,"水災,震災,土石流,海嘯",林新全,7816192,否,否,是
328,高雄市鳳山區,正義里,南昌街55號,120.340127,22.603997,高雄市鳳山區正義國民小學,正義、一甲、老爺、善美里,1025,"水災,震災,土石流,海嘯",張秋麗,7714440#40,是,否,是
330,屏東縣泰武鄉,泰武村,大武山一街30號,120.6117,22.6046,泰武活動中心,泰武村,300,"水災,震災,土石流",池萬地,921317840,是,否,否
331,高雄市前鎮區,建隆里,中山三路43號,120.3083,22.6051,高雄市立獅甲國民中學,忠純、忠誠、建隆、良和、西甲、西山、盛興、振興、盛豐、興中、民權,1200,"水災,震災,土石流,海嘯",陳正憲,8215176轉179,是,否,是
333,高雄市大寮區,永芳里,鳳林三路499號,120.395195,22.605277,高雄市大寮區永芳國民小學,永芳里、三隆里、會社里、內坑里、拷潭里,600,"水災,震災,土石流,海嘯,核子事故",顏雅莉,7812814轉40,否,否,是
334,高雄市前鎮區,瑞華里,瑞隆路100號,120.337,22.6061,高雄市前鎮區瑞豐國民小學,瑞南、瑞和、瑞文、瑞豐、瑞平、瑞岡、瑞華、瑞祥、瑞隆、瑞興、瑞昌、瑞東、瑞北、瑞誠、瑞西等15里,1781,"水災,震災,土石流,海嘯",洪碧珠,8215176轉179,是,否,是
335,高雄市鳳山區,,凱旋路1號,120.3623,22.6077,金湯營區,如需進行異地收容安置方才啟用，視情況調度收容對象,400,"水災,震災,土石流,海嘯",社會局救助科-林宗德股長,3368333轉2063,是,否,是
336,高雄市鳳山區,,凱旋路1號,120.3623,22.6077,中正營區,如需進行異地收容安置時方才啟用，視情況調度收容對象,500,"水災,震災,土石流,海嘯",社會局救助科-林宗德股長,3368333轉2063,是,否,是
337,高雄市大寮區,山頂里,山頂路211號,120.388806,22.607807,高雄市大寮區山頂國民小學,山頂里、光武里,200,"水災,震災,土石流,海嘯,核子事故",吳浚碩,7828205轉40,否,否,是
339,高雄市前鎮區,竹內里,育樂路61號,120.322489,22.608234,高雄市前鎮區樂群國民小學,全區綜合調度,300,"水災,震災,土石流,海嘯",總務組,7225846,是,否,是
340,高雄市大寮區,山頂里,山頂路178號,120.388518,22.608247,山頂里社區活動中心,山頂里,250,"水災,震災,土石流,海嘯",楊秀花,7838787,否,否,是
342,高雄市旗津區,慈愛里,中洲三路623號,120.2715,22.609,高雄市旗津區旗津國民小學,旗下、永安、振興、慈愛、中華、復興里,120,"水災,震災,土石流,海嘯",黃俊鴻,5715133轉731,是,否,是
343,高雄市前鎮區,竹西里,廣東三街73號3樓,120.3198654,22.60930404,高雄市竹西里活動中心,全區綜合運用,100,"水災,震災,土石流,海嘯",總務組,8215176,是,否,是
345,高雄市前鎮區,竹西里,光華二路80號,120.317629,22.610595,高雄市立中正高級工業職業學校,興東、忠孝、竹西、復國、竹中、竹內、瑞竹、竹東、竹南、竹北等10里,1000,"水災,震災,土石流,海嘯",總務組,7232301,是,否,是
